description	geneID
Pentatricopeptide repeat	snap_masked-scaffold_97-processed-gene-0.473
Pentatricopeptide repeat	snap_masked-scaffold_97-processed-gene-0.473
Pentatricopeptide repeat	snap_masked-scaffold_97-processed-gene-0.473
Pentatricopeptide repeat	snap_masked-scaffold_140-processed-gene-0.187
Pentatricopeptide repeat	snap_masked-scaffold_140-processed-gene-0.187
Pentatricopeptide repeat	augustus_masked-scaffold_190-processed-gene-0.159
Pentatricopeptide repeat	maker-scaffold_16-snap-gene-1.195
Pentatricopeptide repeat	maker-scaffold_16-snap-gene-1.195
Pentatricopeptide repeat	maker-scaffold_85-snap-gene-0.129
Pentatricopeptide repeat	maker-scaffold_91-snap-gene-0.153
Pentatricopeptide repeat	maker-scaffold_91-snap-gene-0.153
Pentatricopeptide repeat	augustus_masked-scaffold_218-processed-gene-0.35
Pentatricopeptide repeat	maker-scaffold_242-snap-gene-0.69
Pentatricopeptide repeat	augustus_masked-scaffold_216-processed-gene-0.1
Pentatricopeptide repeat	augustus_masked-scaffold_216-processed-gene-0.1
Pentatricopeptide repeat	augustus_masked-scaffold_216-processed-gene-0.1
PEP-utilising enzyme, C-terminal	augustus_masked-scaffold_226-processed-gene-0.91
PEP-utilising enzyme, C-terminal	snap_masked-scaffold_226-processed-gene-0.70
PEP-utilising enzyme, mobile domain	augustus_masked-scaffold_226-processed-gene-0.91
PEP-utilising enzyme, mobile domain	snap_masked-scaffold_226-processed-gene-0.70
Pep3/Vps18/deep orange	augustus_masked-scaffold_213-processed-gene-0.16
Peptidase A22A, presenilin	maker-scaffold_129-augustus-gene-0.266
Peptidase A22A, presenilin	maker-scaffold_26-snap-gene-2.73
Peptidase A22A, presenilin	maker-scaffold_280-snap-gene-0.66
Peptidase A22B, signal peptide peptidase	snap_masked-scaffold_160-processed-gene-0.123
Peptidase A22B, signal peptide peptidase	augustus_masked-scaffold_18-processed-gene-2.122
Peptidase A22B, signal peptide peptidase	snap_masked-scaffold_46-processed-gene-1.67
Peptidase C12, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_126-snap-gene-0.195
Peptidase C12, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_372-augustus-gene-0.106
Peptidase C13, legumain	maker-scaffold_288-snap-gene-0.131
Peptidase C13, legumain	maker-scaffold_288-snap-gene-0.131
Peptidase C13, legumain	augustus_masked-scaffold_33-processed-gene-1.212
Peptidase C15, pyroglutamyl peptidase I-like	maker-scaffold_70-snap-gene-0.140
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_384-snap-gene-0.29
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_5-snap-gene-1.7
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_34-snap-gene-1.163
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	augustus_masked-scaffold_5-processed-gene-1.56
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	augustus_masked-scaffold_88-processed-gene-0.254
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_2-snap-gene-4.143
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	snap_masked-scaffold_19-processed-gene-0.176
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_330-snap-gene-0.25
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	augustus_masked-scaffold_183-processed-gene-0.29
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	augustus_masked-scaffold_88-processed-gene-0.250
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_363-snap-gene-0.13
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_200-snap-gene-0.48
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_46-snap-gene-1.147
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	augustus_masked-scaffold_53-processed-gene-0.11
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_10-snap-gene-2.164
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	snap_masked-scaffold_22-processed-gene-1.167
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_135-snap-gene-0.166
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_23-snap-gene-1.94
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_326-augustus-gene-0.52
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_59-snap-gene-1.332
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	augustus_masked-scaffold_325-processed-gene-0.0
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_97-augustus-gene-0.79
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	snap_masked-scaffold_163-processed-gene-0.71
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	snap_masked-scaffold_6-processed-gene-0.11
Peptidase C19, ubiquitin carboxyl-terminal hydrolase	maker-scaffold_200-snap-gene-0.40
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_34-snap-gene-1.163
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_34-snap-gene-1.163
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	augustus_masked-scaffold_88-processed-gene-0.254
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	augustus_masked-scaffold_88-processed-gene-0.254
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_364-processed-gene-0.25
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_364-processed-gene-0.25
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_6-processed-gene-0.8
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_75-snap-gene-0.197
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_75-snap-gene-0.197
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_19-processed-gene-0.176
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_19-processed-gene-0.176
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_18-processed-gene-0.41
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_18-processed-gene-0.41
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_527-snap-gene-0.9
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_527-snap-gene-0.9
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_308-processed-gene-0.16
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_308-processed-gene-0.16
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_363-snap-gene-0.13
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_363-snap-gene-0.13
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_46-snap-gene-1.147
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_46-snap-gene-1.147
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_154-processed-gene-3.43
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_6-processed-gene-0.30
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	maker-scaffold_2-snap-gene-4.141
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_56-processed-gene-1.42
Peptidase C19, ubiquitin-specific peptidase, DUSP domain	snap_masked-scaffold_56-processed-gene-1.42
Peptidase C1A, papain C-terminal	maker-scaffold_448-augustus-gene-0.2
Peptidase C1A, papain C-terminal	maker-scaffold_448-augustus-gene-0.2
Peptidase C1A, papain C-terminal	maker-scaffold_138-snap-gene-0.159
Peptidase C1A, papain C-terminal	maker-scaffold_138-snap-gene-0.159
Peptidase C1A, papain C-terminal	augustus_masked-scaffold_81-processed-gene-0.238
Peptidase C1A, papain C-terminal	augustus_masked-scaffold_81-processed-gene-0.238
Peptidase C1A, papain C-terminal	snap_masked-scaffold_143-processed-gene-0.110
Peptidase C1A, papain C-terminal	snap_masked-scaffold_143-processed-gene-0.110
Peptidase C1A, papain C-terminal	snap_masked-scaffold_143-processed-gene-0.110
Peptidase C1A, papain C-terminal	snap_masked-scaffold_143-processed-gene-0.110
Peptidase C1A, papain C-terminal	augustus_masked-scaffold_397-processed-gene-0.25
Peptidase C1A, papain C-terminal	augustus_masked-scaffold_397-processed-gene-0.25
Peptidase C1A, papain C-terminal	augustus_masked-scaffold_70-processed-gene-0.312
Peptidase C1A, papain C-terminal	augustus_masked-scaffold_70-processed-gene-0.312
Peptidase C1A, papain C-terminal	maker-scaffold_42-snap-gene-0.92
Peptidase C1A, papain C-terminal	maker-scaffold_42-snap-gene-0.92
Peptidase C1A, papain C-terminal	maker-scaffold_448-snap-gene-0.13
Peptidase C1A, papain C-terminal	maker-scaffold_448-snap-gene-0.13
Peptidase C1A, papain C-terminal	maker-scaffold_448-snap-gene-0.13
Peptidase C1A, papain C-terminal	maker-scaffold_448-snap-gene-0.13
Peptidase C1A, papain C-terminal	maker-scaffold_448-snap-gene-0.13
Peptidase C1A, papain C-terminal	maker-scaffold_448-snap-gene-0.13
Peptidase C1A, papain C-terminal	snap_masked-scaffold_97-processed-gene-0.431
Peptidase C1A, papain C-terminal	snap_masked-scaffold_97-processed-gene-0.431
Peptidase C1A, papain C-terminal	maker-scaffold_258-augustus-gene-0.18
Peptidase C1A, papain C-terminal	maker-scaffold_258-augustus-gene-0.18
Peptidase C1A, papain C-terminal	maker-scaffold_7-augustus-gene-1.80
Peptidase C1A, papain C-terminal	maker-scaffold_7-augustus-gene-1.80
Peptidase C1A, papain C-terminal	maker-scaffold_3-snap-gene-2.118
Peptidase C1A, papain C-terminal	maker-scaffold_3-snap-gene-2.118
Peptidase C1A, papain C-terminal	maker-scaffold_3-snap-gene-2.118
Peptidase C1A, papain C-terminal	maker-scaffold_3-snap-gene-2.118
Peptidase C1A, papain C-terminal	maker-scaffold_254-augustus-gene-0.117
Peptidase C1A, papain C-terminal	maker-scaffold_254-augustus-gene-0.117
Peptidase C1A, papain C-terminal	snap_masked-scaffold_97-processed-gene-0.430
Peptidase C1A, papain C-terminal	snap_masked-scaffold_97-processed-gene-0.430
Peptidase C1A, papain C-terminal	maker-scaffold_246-snap-gene-0.21
Peptidase C1A, papain C-terminal	maker-scaffold_246-snap-gene-0.21
Peptidase C1A, papain C-terminal	maker-scaffold_3-snap-gene-2.117
Peptidase C1A, papain C-terminal	maker-scaffold_397-augustus-gene-0.4
Peptidase C1A, papain C-terminal	maker-scaffold_397-augustus-gene-0.4
Peptidase C1A, papain C-terminal	maker-scaffold_92-snap-gene-0.107
Peptidase C1A, papain C-terminal	maker-scaffold_92-snap-gene-0.107
Peptidase C1A, papain C-terminal	snap_masked-scaffold_224-processed-gene-0.7
Peptidase C1A, papain C-terminal	snap_masked-scaffold_224-processed-gene-0.7
Peptidase C2, calpain, catalytic domain	maker-scaffold_268-snap-gene-0.51
Peptidase C2, calpain, catalytic domain	maker-scaffold_268-snap-gene-0.51
Peptidase C2, calpain, catalytic domain	augustus_masked-scaffold_188-processed-gene-0.62
Peptidase C2, calpain, catalytic domain	augustus_masked-scaffold_188-processed-gene-0.62
Peptidase C2, calpain, catalytic domain	maker-scaffold_191-snap-gene-0.7
Peptidase C2, calpain, catalytic domain	snap_masked-scaffold_83-processed-gene-0.261
Peptidase C2, calpain, catalytic domain	snap_masked-scaffold_83-processed-gene-0.261
Peptidase C2, calpain, catalytic domain	augustus_masked-scaffold_70-processed-gene-0.323
Peptidase C2, calpain, catalytic domain	augustus_masked-scaffold_70-processed-gene-0.323
Peptidase C2, calpain, catalytic domain	maker-scaffold_94-snap-gene-0.233
Peptidase C2, calpain, domain III	snap_masked-scaffold_83-processed-gene-0.261
Peptidase C2, calpain, large subunit, domain III	maker-scaffold_268-snap-gene-0.51
Peptidase C2, calpain, large subunit, domain III	augustus_masked-scaffold_188-processed-gene-0.62
Peptidase C2, calpain, large subunit, domain III	snap_masked-scaffold_83-processed-gene-0.261
Peptidase C26	augustus_masked-scaffold_417-processed-gene-0.10
Peptidase C45	maker-scaffold_26-snap-gene-1.50
Peptidase C54	maker-scaffold_75-augustus-gene-0.324
Peptidase C65, otubain	maker-scaffold_1-snap-gene-2.13
Peptidase C69, dipeptidase A	maker-scaffold_18-snap-gene-2.91
Peptidase C69, dipeptidase A	maker-scaffold_9-snap-gene-3.140
Peptidase C69, dipeptidase A	snap_masked-scaffold_2-processed-gene-4.10
Peptidase C69, dipeptidase A	augustus_masked-scaffold_195-processed-gene-0.6
Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2	maker-scaffold_366-augustus-gene-0.4
Peptidase family A1 domain	snap_masked-scaffold_202-processed-gene-0.69
Peptidase family A1 domain	augustus_masked-scaffold_12-processed-gene-2.42
Peptidase family A1 domain	maker-scaffold_160-snap-gene-0.305
Peptidase family A1 domain	maker-scaffold_70-augustus-gene-0.64
Peptidase family A1 domain	maker-scaffold_70-augustus-gene-0.64
Peptidase family A1 domain	snap_masked-scaffold_73-processed-gene-1.159
Peptidase family A1 domain	snap_masked-scaffold_84-processed-gene-0.128
Peptidase family A1 domain	snap_masked-scaffold_317-processed-gene-0.38
Peptidase family A1 domain	augustus_masked-scaffold_136-processed-gene-0.3
Peptidase family A1 domain	maker-scaffold_253-augustus-gene-0.39
Peptidase family A1 domain	augustus_masked-scaffold_60-processed-gene-0.162
Peptidase family A1 domain	maker-scaffold_160-augustus-gene-0.57
Peptidase family A1 domain	maker-scaffold_295-snap-gene-0.104
Peptidase family S66	maker-scaffold_60-snap-gene-1.137
Peptidase family S66	maker-scaffold_164-snap-gene-0.162
Peptidase M1, alanyl aminopeptidase, C-terminal	augustus_masked-scaffold_26-processed-gene-0.60
Peptidase M1, alanyl aminopeptidase, C-terminal	maker-scaffold_91-snap-gene-0.183
Peptidase M1, alanyl aminopeptidase, Ig-like fold	augustus_masked-scaffold_26-processed-gene-0.60
Peptidase M1, alanyl aminopeptidase, Ig-like fold	maker-scaffold_91-snap-gene-0.183
Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal	maker-scaffold_35-snap-gene-1.173
Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal	maker-scaffold_35-snap-gene-1.173
Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal	maker-scaffold_332-augustus-gene-0.26
Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal	maker-scaffold_332-augustus-gene-0.26
Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal	augustus_masked-scaffold_35-processed-gene-1.65
Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal	augustus_masked-scaffold_35-processed-gene-1.65
Peptidase M1, membrane alanine aminopeptidase, N-terminal	augustus_masked-scaffold_26-processed-gene-0.60
Peptidase M1, membrane alanine aminopeptidase, N-terminal	maker-scaffold_35-snap-gene-1.173
Peptidase M1, membrane alanine aminopeptidase, N-terminal	maker-scaffold_91-snap-gene-0.183
Peptidase M1, membrane alanine aminopeptidase, N-terminal	maker-scaffold_332-augustus-gene-0.26
Peptidase M1, membrane alanine aminopeptidase, N-terminal	augustus_masked-scaffold_33-processed-gene-1.189
Peptidase M1, membrane alanine aminopeptidase, N-terminal	maker-scaffold_106-snap-gene-0.187
Peptidase M1, membrane alanine aminopeptidase, N-terminal	augustus_masked-scaffold_35-processed-gene-1.65
Peptidase M12A	maker-scaffold_91-snap-gene-0.164
Peptidase M12A	snap_masked-scaffold_130-processed-gene-0.283
Peptidase M12A	augustus_masked-scaffold_64-processed-gene-0.31
Peptidase M13, C-terminal domain	augustus_masked-scaffold_865-processed-gene-0.318
Peptidase M13, C-terminal domain	augustus_masked-scaffold_865-processed-gene-0.318
Peptidase M13, C-terminal domain	snap_masked-scaffold_385-processed-gene-0.18
Peptidase M13, C-terminal domain	augustus_masked-scaffold_76-processed-gene-0.55
Peptidase M13, N-terminal domain	augustus_masked-scaffold_865-processed-gene-0.318
Peptidase M13, N-terminal domain	snap_masked-scaffold_385-processed-gene-0.18
Peptidase M13, N-terminal domain	augustus_masked-scaffold_76-processed-gene-0.55
Peptidase M14, carboxypeptidase A	maker-scaffold_19-augustus-gene-2.346
Peptidase M14, carboxypeptidase A	maker-scaffold_19-augustus-gene-2.346
Peptidase M14, carboxypeptidase A	augustus_masked-scaffold_218-processed-gene-0.46
Peptidase M14, carboxypeptidase A	augustus_masked-scaffold_218-processed-gene-0.46
Peptidase M14, carboxypeptidase A	maker-scaffold_343-snap-gene-0.45
Peptidase M14, carboxypeptidase A	maker-scaffold_343-snap-gene-0.45
Peptidase M14, carboxypeptidase A	maker-scaffold_190-snap-gene-0.28
Peptidase M14, carboxypeptidase A	maker-scaffold_190-snap-gene-0.28
Peptidase M14, carboxypeptidase A	maker-scaffold_457-snap-gene-0.16
Peptidase M14, carboxypeptidase A	maker-scaffold_49-snap-gene-1.88
Peptidase M14, carboxypeptidase A	maker-scaffold_59-snap-gene-1.484
Peptidase M16, C-terminal	snap_masked-scaffold_29-processed-gene-2.127
Peptidase M16, C-terminal	snap_masked-scaffold_29-processed-gene-2.127
Peptidase M16, C-terminal	maker-scaffold_95-augustus-gene-0.80
Peptidase M16, C-terminal	maker-scaffold_95-augustus-gene-0.80
Peptidase M16, C-terminal	maker-scaffold_95-snap-gene-0.357
Peptidase M16, C-terminal	maker-scaffold_63-snap-gene-1.23
Peptidase M16, C-terminal	maker-scaffold_63-snap-gene-1.23
Peptidase M16, C-terminal	maker-scaffold_18-snap-gene-1.73
Peptidase M16, C-terminal	augustus_masked-scaffold_10-processed-gene-0.95
Peptidase M16, C-terminal	maker-scaffold_129-snap-gene-0.44
Peptidase M16, C-terminal	augustus_masked-scaffold_26-processed-gene-2.143
Peptidase M16, middle/third domain	snap_masked-scaffold_29-processed-gene-2.127
Peptidase M16, middle/third domain	maker-scaffold_95-augustus-gene-0.80
Peptidase M16, middle/third domain	maker-scaffold_95-snap-gene-0.357
Peptidase M16, middle/third domain	maker-scaffold_63-snap-gene-1.23
Peptidase M16, N-terminal	snap_masked-scaffold_29-processed-gene-2.127
Peptidase M16, N-terminal	maker-scaffold_95-augustus-gene-0.80
Peptidase M16, N-terminal	maker-scaffold_63-snap-gene-1.23
Peptidase M16, N-terminal	maker-scaffold_18-snap-gene-1.73
Peptidase M16, N-terminal	augustus_masked-scaffold_10-processed-gene-0.95
Peptidase M16, N-terminal	maker-scaffold_129-snap-gene-0.44
Peptidase M16, N-terminal	augustus_masked-scaffold_26-processed-gene-2.143
Peptidase M16C associated	augustus_masked-scaffold_10-processed-gene-0.95
Peptidase M16C associated	augustus_masked-scaffold_10-processed-gene-0.95
Peptidase M17, leucyl aminopeptidase, C-terminal	augustus_masked-scaffold_57-processed-gene-1.3
Peptidase M17, leucyl aminopeptidase, C-terminal	augustus_masked-scaffold_158-processed-gene-0.358
Peptidase M17, leucyl aminopeptidase, N-terminal	maker-scaffold_158-augustus-gene-0.7
Peptidase M18	augustus_masked-scaffold_19-processed-gene-2.269
Peptidase M20	snap_masked-scaffold_255-processed-gene-0.224
Peptidase M20	maker-scaffold_13-augustus-gene-0.156
Peptidase M20	maker-scaffold_33-augustus-gene-1.330
Peptidase M20	maker-scaffold_168-snap-gene-0.50
Peptidase M20	maker-scaffold_168-snap-gene-0.50
Peptidase M20	maker-scaffold_3-augustus-gene-4.51
Peptidase M20	maker-scaffold_3-augustus-gene-4.51
Peptidase M20	maker-scaffold_3-augustus-gene-4.51
Peptidase M20	maker-scaffold_168-snap-gene-0.46
Peptidase M20, dimerisation domain	snap_masked-scaffold_255-processed-gene-0.224
Peptidase M20, dimerisation domain	maker-scaffold_13-augustus-gene-0.156
Peptidase M20, dimerisation domain	maker-scaffold_33-augustus-gene-1.330
Peptidase M20, dimerisation domain	maker-scaffold_168-snap-gene-0.50
Peptidase M20, dimerisation domain	maker-scaffold_3-augustus-gene-4.51
Peptidase M20, dimerisation domain	maker-scaffold_3-augustus-gene-4.51
Peptidase M20, dimerisation domain	maker-scaffold_168-snap-gene-0.46
Peptidase M24	maker-scaffold_865-snap-gene-0.154
Peptidase M24	snap_masked-scaffold_37-processed-gene-1.302
Peptidase M24	augustus_masked-scaffold_52-processed-gene-1.232
Peptidase M24	maker-scaffold_41-augustus-gene-1.440
Peptidase M24	maker-scaffold_158-augustus-gene-0.37
Peptidase M24	augustus_masked-scaffold_37-processed-gene-1.343
Peptidase M24	augustus_masked-scaffold_52-processed-gene-1.216
Peptidase M24	maker-scaffold_54-augustus-gene-0.140
Peptidase M24	maker-scaffold_78-snap-gene-0.82
Peptidase M24	augustus_masked-scaffold_18-processed-gene-0.18
Peptidase M24	maker-scaffold_140-augustus-gene-0.154
Peptidase M24	maker-scaffold_126-snap-gene-0.150
Peptidase M24, C-terminal domain	maker-scaffold_158-augustus-gene-0.37
Peptidase M28	augustus_masked-scaffold_97-processed-gene-0.359
Peptidase M28	maker-scaffold_97-snap-gene-0.289
Peptidase M28	snap_masked-scaffold_118-processed-gene-0.252
Peptidase M28	maker-scaffold_183-snap-gene-0.72
Peptidase M28	maker-scaffold_118-snap-gene-0.185
Peptidase M28	augustus_masked-scaffold_184-processed-gene-0.26
Peptidase M28	maker-scaffold_118-snap-gene-0.122
Peptidase M3A/M3B catalytic domain	maker-scaffold_50-snap-gene-0.82
Peptidase M3A/M3B catalytic domain	maker-scaffold_285-augustus-gene-0.147
Peptidase M3A/M3B catalytic domain	maker-scaffold_3-augustus-gene-0.54
Peptidase M3A/M3B catalytic domain	maker-scaffold_3-augustus-gene-0.54
Peptidase M41	maker-scaffold_1-snap-gene-3.135
Peptidase M41	maker-scaffold_46-snap-gene-1.135
Peptidase M41, FtsH extracellular	maker-scaffold_46-snap-gene-1.135
Peptidase M48	maker-scaffold_18-augustus-gene-2.245
Peptidase M48	augustus_masked-scaffold_254-processed-gene-0.45
Peptidase M48	maker-scaffold_193-snap-gene-0.72
Peptidase M54, archaemetzincin	snap_masked-scaffold_267-processed-gene-0.32
Peptidase M76, ATP23	maker-scaffold_865-snap-gene-0.208
Peptidase M76, ATP23	maker-scaffold_289-augustus-gene-0.221
Peptidase M8, leishmanolysin	maker-scaffold_22-snap-gene-0.166
Peptidase M8, leishmanolysin	maker-scaffold_22-snap-gene-0.166
Peptidase M8, leishmanolysin	maker-scaffold_22-snap-gene-0.164
Peptidase M8, leishmanolysin	maker-scaffold_22-snap-gene-0.164
Peptidase M8, leishmanolysin	snap_masked-scaffold_4-processed-gene-2.93
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.272
Peptidase S10, serine carboxypeptidase	augustus_masked-scaffold_105-processed-gene-0.366
Peptidase S10, serine carboxypeptidase	maker-scaffold_65-snap-gene-0.146
Peptidase S10, serine carboxypeptidase	maker-scaffold_163-snap-gene-0.23
Peptidase S10, serine carboxypeptidase	maker-scaffold_163-snap-gene-0.21
Peptidase S10, serine carboxypeptidase	augustus_masked-scaffold_163-processed-gene-0.98
Peptidase S10, serine carboxypeptidase	maker-scaffold_66-snap-gene-0.25
Peptidase S10, serine carboxypeptidase	augustus_masked-scaffold_105-processed-gene-0.382
Peptidase S10, serine carboxypeptidase	maker-scaffold_18-snap-gene-1.114
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.197
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	maker-scaffold_105-snap-gene-0.200
Peptidase S10, serine carboxypeptidase	augustus_masked-scaffold_3-processed-gene-3.158
Peptidase S10, serine carboxypeptidase	maker-scaffold_84-snap-gene-0.334
Peptidase S10, serine carboxypeptidase	maker-scaffold_84-snap-gene-0.334
Peptidase S10, serine carboxypeptidase	maker-scaffold_163-snap-gene-0.22
Peptidase S10, serine carboxypeptidase	snap_masked-scaffold_45-processed-gene-1.90
Peptidase S16, Lon proteolytic domain	maker-scaffold_133-snap-gene-0.132
Peptidase S16, Lon proteolytic domain	snap_masked-scaffold_27-processed-gene-1.77
Peptidase S16, Lon proteolytic domain	maker-scaffold_18-snap-gene-1.90
Peptidase S24/S26A/S26B/S26C	maker-scaffold_267-snap-gene-0.166
Peptidase S24/S26A/S26B/S26C	maker-scaffold_21-snap-gene-0.142
Peptidase S24/S26A/S26B/S26C	maker-scaffold_148-augustus-gene-0.269
Peptidase S24/S26A/S26B/S26C	maker-scaffold_267-augustus-gene-0.261
Peptidase S26	maker-scaffold_267-snap-gene-0.166
Peptidase S28	maker-scaffold_404-augustus-gene-0.42
Peptidase S28	augustus_masked-scaffold_124-processed-gene-0.114
Peptidase S28	maker-scaffold_145-augustus-gene-0.4
Peptidase S28	augustus_masked-scaffold_37-processed-gene-0.232
Peptidase S28	augustus_masked-scaffold_16-processed-gene-1.91
Peptidase S28	maker-scaffold_37-snap-gene-0.172
Peptidase S28	maker-scaffold_37-snap-gene-0.172
Peptidase S33 tripeptidyl aminopeptidase-like, C-terminal	snap_masked-scaffold_7-processed-gene-1.24
Peptidase S33 tripeptidyl aminopeptidase-like, C-terminal	maker-scaffold_10-snap-gene-1.101
Peptidase S53, activation domain	maker-scaffold_410-snap-gene-0.8
Peptidase S53, activation domain	maker-scaffold_410-snap-gene-0.8
Peptidase S54, rhomboid domain	augustus_masked-scaffold_91-processed-gene-0.27
Peptidase S54, rhomboid domain	maker-scaffold_275-augustus-gene-0.8
Peptidase S54, rhomboid domain	maker-scaffold_71-snap-gene-1.70
Peptidase S59, nucleoporin	snap_masked-scaffold_176-processed-gene-0.74
Peptidase S59, nucleoporin	maker-scaffold_176-snap-gene-0.2
Peptidase S8/S53 domain	maker-scaffold_9-snap-gene-3.165
Peptidase S8/S53 domain	augustus_masked-scaffold_236-processed-gene-0.46
Peptidase S8/S53 domain	maker-scaffold_493-snap-gene-0.9
Peptidase S8/S53 domain	augustus_masked-scaffold_90-processed-gene-0.49
Peptidase S8/S53 domain	maker-scaffold_82-snap-gene-0.135
Peptidase S8/S53 domain	snap_masked-scaffold_26-processed-gene-0.94
Peptidase S8/S53 domain	snap_masked-scaffold_26-processed-gene-0.94
Peptidase S8/S53 domain	snap_masked-scaffold_10-processed-gene-0.63
Peptidase S8/S53 domain	maker-scaffold_38-snap-gene-1.401
Peptidase S8A, tripeptidyl peptidase II	augustus_masked-scaffold_90-processed-gene-0.49
Peptidase S9, prolyl oligopeptidase, catalytic domain	maker-scaffold_98-augustus-gene-0.331
Peptidase S9, prolyl oligopeptidase, catalytic domain	maker-scaffold_112-snap-gene-0.151
Peptidase S9, prolyl oligopeptidase, catalytic domain	snap_masked-scaffold_8-processed-gene-0.109
Peptidase S9, prolyl oligopeptidase, catalytic domain	augustus_masked-scaffold_101-processed-gene-0.234
Peptidase S9, prolyl oligopeptidase, catalytic domain	augustus_masked-scaffold_21-processed-gene-2.9
Peptidase S9, prolyl oligopeptidase, catalytic domain	snap_masked-scaffold_36-processed-gene-1.65
Peptidase S9A, N-terminal domain	maker-scaffold_98-augustus-gene-0.331
Peptidase S9A, N-terminal domain	augustus_masked-scaffold_101-processed-gene-0.234
